description,category,priority,timestamp
router performance degradation affecting Executive team workflows,NETWORK,3,2025-01-11 12:17:04
PRIORITY: Brute force attacks againpt Analytics Platform administration interface - experienced from 192.168.1.x,SECURITY,3,2025-01-19 09:46:04
potential latency reported by users accessing Payroll from Hammamet office,NETWORK,2,2024-12-21 14:18:04
Minor alert notifications from monitoring system for Payroll services,SOFTWARE,1,2024-12-19 14:41:04
SQL deadlock incidents during peak load in Elasticsearch affecting Mobile App,DATABASE,3,2024-12-09 02:09:04
Complete system crash of Inventory affecting all Operations operations,SOFTWARE,4,2025-01-14 01:47:04
Slow query performance affecting specific reports in HRMS - Redis issue,DATABASE,2,2024-11-20 12:54:04
Confirmed data exfiltration from HRMS database by suspicious IPs,SECURITY,4,2025-02-05 22:09:04
Security best-practice violations in Operations user password selections,SECURITY,1,2024-11-16 10:37:04
Malware detected on multiple endpoints in HR department,SECURITY,3,2024-12-22 02:18:04
Gradual growth in database size requiring future capacity planning - Oracle,DATABASE,1,2024-11-29 15:05:04
Non-critical statistics update failures on SQL Server tables,DATABASE,1,2024-12-22 17:04:04
URGENT: Minor packet drops on subnet 10.1.1.0/24 in Sidi Bouzid office,NETWORK,1,2025-02-14 10:22:04
Master database server failure with replication issues to all slaves - Elasticsearch,DATABASE,4,2024-12-24 17:12:04
ATTENTION: Projector system issues in Sousse conference rooms - Finance reported,HARDWARE,1,2025-01-24 23:27:04
Minor functionality issues in Dashboard reported by IT team,SOFTWARE,2,2024-12-06 20:16:04
INC961889: Mobile app UI rendering issues on Linux devices after recent update,SOFTWARE,2,2024-11-22 01:37:04
Multiple blade server failures in chassis at Tataouine - detected during month-end processing,HARDWARE,4,2025-01-27 11:17:04
Wi-Fi coverage issues in Sfax Sales area affecting Linux devices,NETWORK,2,2024-12-01 09:08:04
Printer fleet connectivity issues in Sousse office affecting R&D,HARDWARE,2,2024-12-17 04:29:04
Projector system issues in Béja conference rooms - IT reported,HARDWARE,1,2025-02-07 06:55:04
[Ticket #63301] ATTENTION: Non-critical network alert from monitoring system for Tozeur guest network,NETWORK,1,2025-01-13 07:02:04
INC306872: Aging hardware alert for application server supporting CRM - replacement needed,HARDWARE,2,2025-02-01 12:46:04
Minor alert notifications from monitoring system for Payroll services,SOFTWARE,1,2024-12-07 23:46:04
Occasional query timeouts for specific reports in HRMS using SQL Server,DATABASE,1,2024-11-18 16:58:04
Non-critical disk errors on domain controller - SMART warnings encountered,HARDWARE,2,2024-11-30 23:22:04
Disk subsystem errors on web server in Kairouan - reported multiple errors,HARDWARE,3,2025-01-06 07:26:04
Software licensing issne causing service interruption for Customer Portal users,SOFTWARE,3,2025-02-05 02:44:04
Storage array disk failure in RAID 6 - redundancy compromised,HARDWARE,3,2024-11-22 19:06:04
[Ticket #48141] Routine replacement needed for aging workstations in Customer Support department,HARDWARE,1,2025-01-19 02:50:04
URGENT: DNS resolution delays for internal applications - primarily affecting Analytics Platform,NETWORK,1,2024-11-23 02:08:04
URGENT: Minor alert notifications from monitoring system for Dashboard services,SOFTWARE,1,2025-02-05 10:37:04
Ref #8071: Keyboard and mouse malfunction reports from multiple users in Marketing,HARDWARE,1,2025-02-12 02:46:04
Single disk showing early warning signs in RAID 1 array - no data at risk,HARDWARE,1,2024-12-29 21:26:04
INC994171: significant latency reported by users accessing Analytics Platform from Monastir office,NETWORK,2,2025-01-18 03:48:04
Aging hardware alert for email server supporting Dashboard - replactment needed,HARDWARE,2,2025-01-30 10:08:04
Disk subsystem errors ON application server in Gafsa - observed multiple errors,HARDWARE,3,2025-01-17 07:40:04
Security best-practice violations in Sales user password selections,SECURITY,1,2024-12-02 03:20:04
Physical server crash affecting CRM in Ben Arous datacenter,HARDWARE,3,2024-11-30 15:20:04
Ref #1776: PRIORITY: End-of-life hardware alert for non-critical web server in Tataouine,HARDWARE,1,2025-01-17 10:54:04
Ref #1989: Outdated security software on non-critical Tablet devices,SECURITY,1,2024-12-05 14:30:04
Intermittent packet loss in Sidi Bouzid office network - observed dyring peak hours,NETWORK,2,2024-12-23 11:00:04
Minor index fragmentation issues in Oracle - scheduled optimization recommended,DATABASE,1,2024-11-30 23:44:04
Minor packet drops on subnet 10.0.0.0/24 in El Kef office,NETWORK,1,2025-01-25 18:16:04
Wi-Fi coverage issues in Béja Operations area affecting POS Terminal devices,NETWORK,2,2024-11-28 10:34:04
Printer fleet connectivity issues in Sfax office affecting Sales,HARDWARE,2,2025-01-24 06:50:04
Keyboard and mouse malfunction reports from multiple users in Operations,HARDWARE,1,2024-12-21 23:33:04
Warning messages appearing in Mobile App logs - no user impact observed,SOFTWARE,1,2025-01-08 13:01:04
INC213772: End-of-life hardware alert for non-critical email server in Djerba,HARDWARE,1,2025-01-12 20:43:04
[Ticket #86477] Intermittent packet loss in Nabeul office network - observed during peak hours,NETWORK,2,2025-01-01 23:38:04
Single switch showing early warning signs in Hammamet facility,NETWORK,1,2025-02-11 12:11:04
Security advisory issued for Inventory - patch available but no active exploits,SECURITY,1,2024-12-21 03:08:04
Gradual growth in database size requiring future capacity planning - Redis,DATABASE,1,2024-12-14 09:46:04
Master database server failure with replication issues to all slaves - SQL Server,DATABASE,4,2025-01-01 20:20:04
ATTENTION: Minor packet drops on subnet 172.16.30.0/24 in Tozeur office,NETWORK,1,2025-02-05 14:12:04
Occasional timeout issues reported by HR team when accessing Payroll,NETWORK,1,2025-01-26 16:20:04
Database replication lag exceeding thresholds on MySQL cluster,DATABASE,3,2025-01-17 08:49:04
Keyboard and mouse malfunction reports from multiple users in IT,HARDWARE,1,2024-11-20 17:21:04
Degraded performance on VPN concentrator at Tunis - tickets from Executive,NETWORK,2,2025-01-01 20:13:04
Performance slowdown in Mobile App during specific operations - experienced by users,SOFTWARE,2,2024-11-26 23:49:04
Ref #8504: Backup job failures for Elasticsearch databave - experienced for last intermittent runs,DATABASE,2,2025-01-04 15:38:04
SQL deadlock incidents during peak load in Redis affecting Inventory,DATABASE,3,2024-12-10 03:31:04
Wi-Fi coverage issues in Djerba Sales area affecting Tablet devices,NETWORK,2,2025-02-03 03:24:04
INC745888: Intermittent connection drops to DynamoDB database during peak hours,DATABASE,2,2024-12-28 22:28:04
Complete network outage in Gabès datacenter affecting all backup server,NETWORK,4,2024-12-02 20:16:04
Intermittent connection drops to Oracle database during peak hours,DATABASE,2,2025-01-01 12:20:04
Catastrophic failure in operating system on backup server - experienced at 2025-01-26 21:51:04,SOFTWARE,4,2025-01-26 21:51:04
Mobile app UI rendering issues on Tablet devices after recent update,SOFTWARE,2,2024-12-27 19:56:04
Ref #7280: Critical data loss event in SQL Server production database - immediate attention required,DATABASE,4,2024-12-18 07:24:04
Catastrophic query PERFORMANCE issue bringing PostgreSQL database to a halt,DATABASE,4,2024-12-17 21:34:04
End-of-life hardware alert for non-critical web server in Bizerte,HARDWARE,1,2024-12-27 02:31:04
Intermittent connection drops to MySQL database during peak hours,DATABASE,2,2025-02-10 18:24:04
Active data breach detected - unauthorized access to intermittent systems confirmed,SECURITY,4,2025-02-08 23:13:04
Non-critical statistics update failures on SQL Server tables,DATABASE,1,2025-01-04 12:09:04
Single router showing early warning signs in Tunis facility,NETWORK,1,2025-01-31 08:03:04
Unstable connectivity between Ariana and disaster recovery site - started at 2024-11-24 00:30:04,NETWORK,3,2024-11-24 00:30:04
Database replication lag exceeding thresholds on SQL Server cluster,DATABASE,3,2025-01-26 09:45:04
ALERT: Aging hardware alert for backup server supporting Mobile App - replacement needed,HARDWARE,2,2025-01-05 08:51:04
[Ticket #83691] Suspicious activity detected on privileged account in CRM system,SECURITY,3,2025-01-09 03:50:04
INC485136: Backup job failures for Oracle database - observed for last significant runs,DATABASE,2,2025-01-07 11:18:04
Security patch required for recurring vulnerability in backup server,SECURITY,2,2024-11-16 22:15:04
Intermittent connection drops to Oracle database during peak hours,DATABASE,2,2024-12-13 04:28:04
INC763556: Intermittent connection drops to DynamoDB database during peak hours,DATABASE,2,2024-12-29 05:12:04
Single disk showing early warning signs in RAID 0 array - no data at risk,HARDWARE,1,2025-02-10 09:00:04
Wi-Fi coverage issues in Béja HR area affecting macOS devices,NETWORK,2,2025-01-30 04:01:04
Integration failure between Inventory and third-party services - discovered after update,SOFTWARE,3,2025-02-06 18:43:04
critical latency reported by users accessing Dashboard from Monastir office,NETWORK,2,2025-02-07 16:53:04
PRIORITY: Redundant component failure on firewall at Tunis - still operational,HARDWARE,2,2024-12-28 14:14:04
[Ticket #27866] Outdated security software on non-critical Chrome OS devices,SECURITY,1,2025-02-13 05:19:04
Ref #3704: ALERT: Catastrophic failure in operating system on email server - encountered at 2025-01-20 07:13:04,SOFTWARE,4,2025-01-20 07:13:04
Physical server crash affecting Analytics Platform in Sfax datacenter,HARDWARE,3,2024-12-20 00:29:04
Minor packet drops on subnet 172.16.30.0/24 in Monastir office,NETWORK,1,2025-01-02 12:40:04
Malware detected on multiple endpoints in HR department,SECURITY,3,2025-01-30 01:26:04
INC555858: Historical data archiving required for Oracle performance optimization,DATABASE,1,2024-12-27 06:40:04
Slow query performance affecting specific reports in Payroll - Oracle issue,DATABASE,2,2024-12-15 18:12:04
Critical hardware failure on primary storage array - RAID 6 DEGRADED,HARDWARE,4,2025-02-12 16:38:04
Minor packet drops on subnet 172.31.0.0/24 in Jendouba office,NETWORK,1,2025-01-12 07:29:04
Connection pool exhaustion on DynamoDB database supporting Inventory,DATABASE,3,2025-02-14 07:16:04
Intermittent packet loss in Kairouan office network - detected during peak hours,NETWORK,2,2024-11-22 08:49:04
Intermittent network drops affecting severe percentage of users in Monastir,NETWORK,3,2024-12-26 07:04:04
Software licensing issue causing service interruption for Inventory users,SOFTWARE,3,2025-01-17 13:20:04
[Ticket #52055] DNS resolution delays for internal applications - primarily affecting Payroll,NETWORK,1,2025-01-13 01:40:04
SQL deadlock incidents during peak load in MongoDB affecting Customer Portal,DATABASE,3,2024-12-29 13:45:04
Major connectivity loss across all Tozeur offices - no access to core services,NETWORK,4,2024-12-01 07:17:04
DNS resolution delays for internal applications - primarily affecting ERP,NETWORK,1,2025-02-08 18:37:04
Non-critical statistics update failures on SQL Server tables,DATABASE,1,2025-01-28 05:46:04
Memory leak identified in Inventory affecting system stability after 2025-01-31 12:39:04 uptime,SOFTWARE,3,2025-01-31 12:39:04
Projector system issues in Hammamet conference rooms - HR reported,HARDWARE,1,2024-12-27 06:16:04
Ref #6475: VPN connectivity issues for remote employees in Jendouba - error APP-2345,NETWORK,3,2025-01-18 10:37:04
INC252480: Anomalous network traffic detected between Tataouine office and unknown external IPs,SECURITY,2,2024-12-07 20:06:04
Warning messages appearing in Mobile App logs - no user impact observed,SOFTWARE,1,2025-01-27 21:35:04
Suspicious activity detected on privileged account in Inventory system,SECURITY,3,2025-01-07 20:35:04
Critical failure of firewall in Ariana causing total service disruption,NETWORK,4,2025-02-13 15:32:04
[Ticket #65690] Non-critical network alert FROM monitoring system for Nabeul guest network,NETWORK,1,2025-02-08 10:53:04
ALERT: ERP system performance degradation during peak hours affecting multiple modules,SOFTWARE,3,2024-12-16 14:37:04
Aging hardware alert for backup server supporting HRMS - replacement needed,HARDWARE,2,2025-01-11 18:38:04
Redundant component failure on SWITCH at Tunis - still operational,HARDWARE,2,2025-02-06 16:48:04
Routine replacement needed for aging workstations in Customer Support department,HARDWARE,1,2025-01-24 03:42:04
INC338379: URGENT: Warning messages appearing in Mobile App logs - no user impact observed,SOFTWARE,1,2025-01-13 03:57:04
Legacy system printing glitches in Bizerte office - only affecting Operations,SOFTWARE,1,2025-01-27 12:59:04
ALERT: Single firewall showing early warning signs in Mahdia facility,NETWORK,1,2025-01-25 14:57:04
Degraded performance on proxy server at Nabeul - tickets from Customer Support,NETWORK,2,2024-12-09 19:14:04
Cosmetic UI issues in Customer Portal on Chrome OS platform - no functional impact,SOFTWARE,1,2024-12-16 08:34:04
ATTENTION: Non-essential module showing errors in HRMS - doesn't affect core functions,SOFTWARE,1,2025-01-09 06:26:04
Physical server crash affecting Mobile App in Sfax datacenter,HARDWARE,3,2025-02-09 04:19:04
persistent latency reported by users accessing CRM from Gabès office,NETWORK,2,2024-12-25 15:43:04
URGENT: Intermittent network drops affecting intermittent percentage of users in Mahdia,NETWORK,3,2025-01-15 01:06:04
Ref #6201: Application crashes occurring on Payroll during peak usage hours,SOFTWARE,3,2024-12-20 21:45:04
Occasional query timeouts for specific reports in HRMS using DynamoDB,DATABASE,1,2024-12-22 22:48:04
Non-critical network alert from monitoring system for Sousse guest network,NETWORK,1,2025-01-02 04:23:04
Security best-practice violations in R&D user password selections,SECURITY,1,2025-02-05 18:03:04
Significvnt query performance degradation in MySQL during holiday season,DATABASE,3,2024-12-08 08:22:04
Backup job failures for MongoDB database - experienced for last moderate runs,DATABASE,2,2024-12-09 14:20:04
SQL deadlock incidents during peak load in MySQL affecting Mobile App,DATABASE,3,2024-12-25 14:47:04
Ref #3541: Expired SSL certificates alert for Analytics Platform - renewal required within 7 days,SECURITY,2,2025-02-05 03:48:04
[Ticket #46397] Printer fleet connectivity issues in Sfax office affecting Finance,HARDWARE,2,2024-12-18 21:15:04
